dataset_index,speaker,age,gender,expected_text,accuracy,wpm,duration,words_expected,words_spoken,words_correct,omissions,substitutions,insertions,repetitions,omission_rate,substitution_rate,insertion_rate,repetition_rate,total_error_rate,word_count_difference,spoken_expected_ratio,language_probability,mean_avg_logprob,mean_error_confidence,average_word_duration,average_pause_duration,max_pause_duration,long_pause_count,mean_word_confidence,low_confidence_word_rate,rms_mean,rms_std,spectral_centroid_mean,zero_crossing_rate_mean,expert_accuracy,expert_completeness,expert_fluency,expert_prosodic,expert_total
308,1044,7,f,LET'S DRAW JACK'S ARM,1.0,81.63265306122449,2.94,4,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.42929688692092893,0.0,0.715,0.0,0.0,0,0.9132080078125,0.0,0.049211449921131134,0.06645841896533966,2515.4432980984725,0.21186386536214954,8,10.0,8,7,7
309,1044,7,f,HERE IS LAYLA'S CLOTH,0.5,114.28571428571428,2.1,4,4,2,0,2,0,0,0.0,0.5,0.0,0.0,0.5,0,1.0,1.0,-0.4078125,0.6651035740519935,0.49000000000000005,0.0,0.0,0,0.8462320963541666,0.0,0.05616878345608711,0.056023918092250824,2462.132801367915,0.23142149390243902,7,10.0,9,8,7
310,1044,7,f,WHAT OUT THE CAR,0.75,165.51724137931035,1.45,4,4,3,0,1,0,0,0.0,0.25,0.0,0.0,0.25,0,1.0,1.0,-0.2475586012005806,0.7807044692511939,0.33499999999999996,0.0,0.0,0,0.9405517578125,0.0,0.04703202843666077,0.052097927778959274,1999.4985452777605,0.15814302884615383,9,10.0,9,8,9
311,1044,7,f,SO NEIL WENT ON TO STUDY,0.8333333333333334,116.88311688311688,3.08,6,6,5,0,1,0,0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0,1.0,1.0,-0.5894531428813934,0.554630505457851,0.5000000000000001,0.0,0.0,0,0.7842203776041666,0.3333333333333333,0.041420333087444305,0.040231455117464066,2392.145205913066,0.1875463025323276,8,10.0,7,7,8
312,1044,7,f,THEN PETER WALKED TO THEM PARK,0.8333333333333334,90.22556390977444,3.99,6,6,5,0,1,0,0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0,1.0,1.0,-0.40234374403953554,0.668750827065294,0.6566666666666666,0.0,0.0,0,0.9049479166666666,0.0,0.031440429389476776,0.03481387719511986,2325.250830512671,0.1766441031678082,8,10.0,7,8,7
313,1044,7,f,THEN DAVID WALKED TO PARK,1.0,111.1111111111111,2.7,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.5538194444444444,0.0,0.524,0.0,0.0,0,0.7982421875,0.4,0.04621262848377228,0.04846090450882912,2234.540493390344,0.177919921875,9,10.0,8,8,8
314,1044,7,f,TINA IS DRAWING THE MUSHROOM,1.0,108.30324909747291,2.77,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.3967013888888889,0.0,0.532,0.0,0.0,0,0.95693359375,0.0,0.05977533385157585,0.04861495643854141,2089.987381656673,0.1631772050233645,8,10.0,7,7,8
315,1044,7,f,JAYME LOVES POTATO,0.6666666666666666,87.37864077669903,2.06,3,3,2,0,1,0,0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0,1.0,1.0,-0.7449776785714286,0.47474489680594706,0.6266666666666667,0.0,0.0,0,0.7840169270833334,0.0,0.05372299626469612,0.059656381607055664,2339.4199447838632,0.178662109375,9,10.0,8,8,8
316,1044,7,f,LOWEN THIS IS CARROT,0.75,99.58506224066389,2.41,4,4,3,0,1,0,0,0.0,0.25,0.0,0.0,0.25,0,1.0,1.0,-0.672585205598311,0.5103874143818695,0.49500000000000005,0.10666666666666665,0.31999999999999995,0,0.8312428792317709,0.25,0.043707896023988724,0.05416809394955635,2274.0844388017663,0.19208984375,8,10.0,8,8,8
317,1044,7,f,CAN I SEE YOUR BOY,1.0,150.75376884422113,1.99,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.19075520833333334,0.0,0.376,0.0,0.0,0,0.94921875,0.0,0.04227222874760628,0.037009693682193756,2036.9960528822362,0.15735756478658536,9,10.0,9,9,9
318,1044,7,f,LOOK AT THE OLD HOUSE,1.0,153.84615384615384,1.95,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.287109375,0.0,0.368,0.0,0.0,0,0.94912109375,0.0,0.052683182060718536,0.04509372264146805,2372.580094032613,0.20108423477564102,9,10.0,10,9,9
319,1044,7,f,YOU ARE NOT GOING,1.0,184.6153846153846,1.3,4,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.32617186648505075,0.0,0.305,0.0,0.0,0,0.8829345703125,0.0,0.05079197138547897,0.054427970200777054,1932.5915310928187,0.13741393008474576,9,10.0,9,8,9
320,1092,8,m,LILLY CAN SEE THE PANDA,0.8,98.0392156862745,3.06,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-0.9409179389476776,0.3902694273778874,0.596,0.0,0.0,0,0.55052490234375,0.4,0.05746078118681908,0.06301752477884293,2161.626707179184,0.13144696769067796,8,10.0,6,7,7
321,1092,8,m,MANDY LIVE IN BRITAIN,0.0,67.87330316742081,4.42,4,5,0,0,4,1,0,0.0,1.0,0.25,0.0,1.25,1,1.25,1.0,-0.9445312142372131,0.38886182106568135,0.868,0.0,0.0,0,0.5347930908203125,0.6,0.04488912597298622,0.04176131635904312,1915.3182217076876,0.10839540469720498,7,10.0,7,6,6
322,1092,8,m,TIM IS A FRIEND FROM GERMAN,0.5,75.47169811320757,4.77,6,6,3,0,3,0,0,0.0,0.5,0.0,0.0,0.5,0,1.0,1.0,-0.8413461355062631,0.43112977353678666,0.71,0.07999999999999999,0.3799999999999999,0,0.5950673421223959,0.6666666666666666,0.0498475581407547,0.04387439414858818,1735.1344346413107,0.10263842205668605,6,10.0,6,6,5
323,1092,8,m,EIGHT FIVE THREE TWO,0.0,230.76923076923077,2.08,4,8,0,0,4,4,0,0.0,1.0,1.0,0.0,2.0,4,2.0,1.0,-0.9837740751413199,0.37389731610224514,0.24250000000000002,0.0,0.0,0,0.4808464050292969,0.5,0.056721530854701996,0.054024264216423035,1992.6014248119127,0.12335056211890244,8,10.0,8,6,7
324,1092,8,m,FIVE NINE SEVEN SEVEN,0.0,68.9655172413793,1.74,4,2,0,2,2,0,0,0.5,0.5,0.0,0.0,1.0,-2,0.5,1.0,-0.9017857483455113,0.4058442765120967,0.8,0.0,0.0,0,0.3002115885416667,1.0,0.04939243942499161,0.04413647577166557,2140.2490000558164,0.1332590987042683,8,10.0,8,7,7
325,1092,8,m,ONE FIVE FOUR EIGHT,1.0,121.8274111675127,1.97,4,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.44708807360042224,0.0,0.34500000000000003,0.15999999999999995,0.26,0,0.7938232421875,0.25,0.04475639387965202,0.043896500021219254,1853.3739904371178,0.107391357421875,7,10.0,9,6,6
326,1092,8,m,FOUR THREE SEVEN ZERO,0.0,158.59030837004403,2.27,4,6,0,0,4,2,0,0.0,1.0,0.5,0.0,1.5,2,1.5,1.0,-0.45733173993917614,0.6329703236925949,0.28,0.076,0.17999999999999994,0,0.7201334635416666,0.3333333333333333,0.042638909071683884,0.043664492666721344,1964.1856238542257,0.14071584302325582,8,10.0,8,7,7
327,1092,8,m,FOUR NINE ONE THREE,0.0,123.07692307692307,1.95,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.40078125,0.6697965630118559,0.365,0.09333333333333334,0.1399999999999999,0,0.73974609375,0.25,0.035973794758319855,0.03856589272618294,1900.8209600505727,0.11319788490853659,8,10.0,8,7,8
328,1092,8,m,JAYME SMELLS FRESH FISH,0.5,81.74386920980926,3.67,4,5,2,0,2,1,0,0.0,0.5,0.25,0.0,0.75,1,1.25,1.0,-0.8234375238418579,0.43892025940955715,0.712,0.0,0.0,0,0.54990234375,0.8,0.051045361906290054,0.0486130565404892,2261.201933946475,0.16410199333639705,6,10.0,7,7,6
329,1092,8,m,JACK SMELLS FRESH CHICKEN,0.25,119.20529801324503,3.02,4,6,1,0,3,2,0,0.0,0.75,0.5,0.0,1.25,2,1.5,1.0,-0.9195312023162842,0.3987059096862527,0.48,0.0,0.0,0,0.5079447428385416,0.5,0.05000811070203781,0.03964202105998993,2070.7270696757287,0.12409078663793104,6,10.0,7,7,6
330,1092,8,m,TINA HAS A BIG TEA,0.8,113.20754716981132,2.65,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-1.177343738079071,0.30809603641156197,0.508,0.0,0.0,0,0.356451416015625,0.8,0.04636586084961891,0.04362313449382782,2170.0803373110716,0.1319384765625,8,10.0,8,8,8
331,1092,8,m,LAYLA CAN SEE THE VAN,0.0,116.50485436893204,2.06,5,4,0,1,4,0,0,0.2,0.8,0.0,0.0,1.0,-1,0.8,1.0,-0.6889648362994194,0.5020955512339861,0.495,0.0,0.0,0,0.52667236328125,0.75,0.051793914288282394,0.04822183772921562,2303.8401193008276,0.15359680911144577,8,10.0,8,8,8
332,1092,8,m,THEN JACK WALKED TO HOSPITAL,0.2,204.7244094488189,3.81,5,13,1,0,4,8,0,0.0,0.8,1.6,0.0,2.4,8,2.6,1.0,-1.086805522441864,0.3372922470707341,0.27384615384615385,0.011666666666666659,0.1399999999999999,0,0.3601825420673077,0.8461538461538461,0.0515584759414196,0.04516754671931267,1941.7449209376293,0.13554338727678572,7,10.0,6,6,7
333,1092,8,m,HENNY WOULD YOU LIKE TO GROW CARROT,0.7142857142857143,104.57516339869281,4.59,7,8,5,0,2,1,0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,1,1.1428571428571428,1.0,-0.7566105585831863,0.469254244353692,0.5225,0.02857142857142858,0.20000000000000007,0,0.6334075927734375,0.5,0.05934010446071625,0.05109595134854317,1768.934115441094,0.11350835755813954,4,10.0,6,6,4
334,1092,8,m,MARY WOULD YOU LIKE TO GREY LEEK,0.7142857142857143,143.83561643835617,2.92,7,7,5,0,2,0,0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0,1.0,1.0,-0.6885653192346747,0.5022961870508841,0.40571428571428575,0.0,0.0,0,0.7158551897321429,0.14285714285714285,0.07506516575813293,0.059261370450258255,1686.3721178847295,0.09949252136752136,7,10.0,7,6,7
335,1092,8,m,LYNDA WASHED THE CHINESE CABBAGE,0.6,118.42105263157895,3.04,5,6,3,0,2,1,0,0.0,0.4,0.2,0.0,0.6,1,1.2,1.0,-0.6796874821186065,0.506775343977288,0.4933333333333334,0.0,0.0,0,0.6635538736979166,0.3333333333333333,0.07253745198249817,0.05509612709283829,2264.8186188809323,0.14135335286458334,6,10.0,6,6,5
336,1092,8,m,MARY IS NOT A REALLY ACTOR,0.8333333333333334,90.0,4.0,6,6,5,0,1,0,0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0,1.0,1.0,-0.6406250238418579,0.5269629566795949,0.6366666666666667,0.0,0.0,0,0.7297159830729166,0.16666666666666666,0.057428035885095596,0.050833072513341904,2007.8291915852444,0.13998372395833333,8,10.0,7,6,7
337,1092,8,m,AM I YOUR BIRD,0.25,144.23076923076923,2.08,4,5,1,0,3,1,0,0.0,0.75,0.25,0.0,1.0,1,1.25,1.0,-0.871875,0.4181667510710116,0.388,0.0,0.0,0,0.57027587890625,0.6,0.07735497504472733,0.06673123687505722,1970.9842407376195,0.11587419181034483,7,10.0,7,7,7
338,1092,8,m,MY MOTHER IS IN A RED DRESS,1.0,121.03746397694525,3.47,7,7,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.3771306709809737,0.0,0.48000000000000004,0.0,0.0,0,0.9011579241071429,0.0,0.0932156890630722,0.06352075934410095,2217.920769728094,0.147296875,8,10.0,8,7,7
339,1092,8,m,I CAN DO IT,1.0,79.47019867549669,3.02,4,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.6328124850988388,0.0,0.72,0.0,0.0,0,0.8624267578125,0.0,0.05199550464749336,0.05190344899892807,1853.3803431589301,0.11299328926282051,8,10.0,7,6,8
340,1197,7,m,JACK CAN PAIN THE DEER,0.8,72.46376811594203,4.14,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-0.6542968824505806,0.5198074198466583,0.792,0.0,0.0,0,0.644775390625,0.4,0.0206053014844656,0.028259310871362686,2316.710637457962,0.1833807414010067,7,10.0,7,7,7
341,1197,7,m,SO BETTY WENT TO FIND THE SHEEP,0.5714285714285714,71.8562874251497,6.68,7,8,4,0,3,1,0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.5714285714285714,1,1.1428571428571428,1.0,-0.785807286699613,0.45575163100626825,0.7975,0.0,0.0,0,0.61358642578125,0.625,0.03973788022994995,0.039050277322530746,2416.8724497158823,0.21409574468085107,8,10.0,6,6,7
342,1197,7,m,LISA CAN PEN THE BEAR,0.8,83.79888268156425,3.58,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-0.5520833333333334,0.5757490828010469,0.7,0.0,0.0,0,0.75869140625,0.2,0.015932047739624977,0.017638927325606346,2086.32916356509,0.17710352988138686,8,10.0,7,7,7
343,1197,7,m,LYNDA IS A FRIEND FROM BRITAIN,0.8333333333333334,59.11330049261084,6.09,6,6,5,0,1,0,0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0,1.0,1.0,-0.4875710335644809,0.6141162518079857,0.9966666666666667,0.0,0.0,0,0.9148966471354166,0.0,0.019879397004842758,0.022767620161175728,1992.5325011349528,0.1651653421336207,8,10.0,6,6,7
344,1197,7,m,SIX NINE THREE,0.0,71.42857142857143,2.52,3,3,0,0,3,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.63671875,0.5290254439903966,0.6466666666666666,0.21999999999999997,0.28,0,0.78759765625,0.3333333333333333,0.017590319737792015,0.020897338166832924,2840.356927492875,0.2804378587372449,9,10.0,9,9,9
345,1197,7,m,NINE SIX SIX ONE,0.0,76.43312101910827,3.14,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.510156261920929,0.6004017515506164,0.6499999999999999,0.04666666666666671,0.10000000000000009,0,0.80718994140625,0.25,0.026345495134592056,0.028187230229377747,2983.9715823867514,0.3181317862817797,9,10.0,9,9,9
346,1197,7,m,LOOK AT MANDY'S NECK,1.0,62.337662337662344,3.85,4,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.5807291666666666,0.0,0.935,0.0,0.0,0,0.834228515625,0.0,0.022951316088438034,0.029200047254562378,2209.105419840042,0.2051018608940972,9,10.0,8,8,8
347,1197,7,m,LET'S DRAW JIM'S EYE,0.75,57.83132530120482,4.15,4,4,3,0,1,0,0,0.0,0.25,0.0,0.0,0.25,0,1.0,1.0,-0.5531249821186066,0.5751496667130437,1.0100000000000002,0.0,0.0,0,0.85272216796875,0.0,0.020034397020936012,0.02131841704249382,2109.691026831414,0.18332469706632654,8,10.0,7,7,7
348,1197,7,m,JAYME NEEDS NEW BOOTS,0.25,50.63291139240506,4.74,4,4,1,0,3,0,0,0.0,0.75,0.0,0.0,0.75,0,1.0,1.0,-0.8975694444444444,0.4075590517848892,1.15,0.0,0.0,0,0.6075019836425781,0.5,0.016997171565890312,0.02419588714838028,2090.9302764151234,0.17525690252130682,7,10.0,7,7,7
349,1197,7,m,LYNDA NEEDS NEW SHOES,0.0,42.704626334519574,2.81,4,2,0,2,2,0,0,0.5,0.5,0.0,0.0,1.0,-2,0.5,1.0,-1.51932373046875,0.2188598451616583,1.35,0.0,0.0,0,0.1541900634765625,1.0,0.019616372883319855,0.021642649546265602,2256.7000720636897,0.21204794606854838,8,10.0,7,7,7
350,1197,7,m,LOOK AT MARY'S COAT,1.0,62.66318537859007,3.83,4,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.6241319444444444,0.0,0.93,0.0,0.0,0,0.74700927734375,0.25,0.020512666553258896,0.028043584898114204,2244.8437527801375,0.21198866102430555,8,10.0,7,7,7
351,1197,7,m,JACK LIKES YOUR RED JACKET,1.0,81.52173913043478,3.68,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.6653645833333334,0.0,0.708,0.0,0.0,0,0.7705078125,0.2,0.02477997913956642,0.032461605966091156,2143.9304826650546,0.19511320153061223,9,10.0,7,7,8
352,1197,7,m,SO LISA WENT ON TO PLAYGROUND,1.0,52.02312138728324,6.92,6,6,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.5496093571186066,0.0,1.0866666666666667,0.0,0.0,0,0.835205078125,0.0,0.012878592126071453,0.01441108901053667,2112.455277583474,0.18147343142023345,8,10.0,7,7,7
353,1197,7,m,LOWEN IS DRAWING THE PUMPKIN,0.6,82.75862068965517,4.35,5,6,3,0,2,1,0,0.0,0.4,0.2,0.0,0.6,1,1.2,1.0,-0.8600852164355192,0.42312602348987105,0.7066666666666667,0.0,0.0,0,0.6334686279296875,0.5,0.02530919574201107,0.025221969932317734,1686.746990576172,0.13882928145559212,7,10.0,6,7,6
354,1197,7,m,I'M NOT A REAL SALESPERSON,0.8,72.72727272727272,4.95,5,6,4,0,1,1,0,0.0,0.2,0.2,0.0,0.4,1,1.2,1.0,-0.6573153625835072,0.5182407571365536,0.8066666666666666,0.0,0.0,0,0.7565460205078125,0.16666666666666666,0.023186126723885536,0.02661754935979843,2219.366233212377,0.2037851344273743,8,10.0,7,7,7
355,1197,7,m,MARY IS NOT A REAL ACTOR,1.0,68.70229007633588,5.24,6,6,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.3960937410593033,0.0,0.86,0.0,0.0,0,0.968505859375,0.0,0.018947040662169456,0.021537484601140022,1819.2624474210415,0.14051794368315507,9,10.0,7,7,8
356,1197,7,m,JACK LIKES THE SCIENCE CLASS AT SCHOOL,1.0,62.1301775147929,6.76,7,7,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.3714488582177596,0.0,0.9400000000000001,0.0,0.0,0,0.8998325892857143,0.0,0.01973625272512436,0.023848609998822212,2521.0144625763824,0.2569611922554348,8,10.0,7,7,7
357,1197,7,m,ARE YOU GOING IN NOW,1.0,92.87925696594428,3.23,5,5,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.6015625,0.0,0.624,0.0,0.0,0,0.7724609375,0.2,0.016956545412540436,0.01735525019466877,1736.5311415828778,0.11866028328252033,8,10.0,8,8,8
358,1197,7,m,THAT WE'RE HAPPY,0.6666666666666666,111.62790697674419,2.15,3,4,2,0,1,1,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1,1.3333333333333333,1.0,-0.6450893027441842,0.5246156903938365,0.485,0.0,0.0,0,0.711639404296875,0.25,0.016921114176511765,0.0221296064555645,2259.7732037434653,0.20118309985632185,8,10.0,9,8,8
359,1197,7,m,AND HERE AM I AND HERE ARE YOU,0.75,75.94936708860759,6.32,8,8,6,0,2,0,0,0.0,0.25,0.0,0.0,0.25,0,1.0,1.0,-0.7073317491091214,0.49295777923235756,0.77,0.0028571428571428597,0.020000000000000018,0,0.688140869140625,0.375,0.014937791973352432,0.016150832176208496,1885.3334852406924,0.1567290683962264,8,10.0,7,7,7
360,1203,7,m,LILLY WENT TO SEE FISH,0.2,157.2052401746725,2.29,5,6,1,0,4,1,0,0.0,0.8,0.2,0.0,1.0,1,1.2,1.0,-0.981250011920929,0.37484224859903,0.36333333333333334,0.0,0.0,0,0.4587605794270833,0.6666666666666666,0.07929856330156326,0.06428727507591248,2405.2545129279374,0.17974403782894738,9,10.0,7,8,8
361,1203,7,m,LUCY RAN AWAY FROM THE FISH,0.6666666666666666,125.43554006968641,2.87,6,6,4,0,2,0,0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0,1.0,1.0,-0.587890644868215,0.5554977919109074,0.46,0.0,0.0,0,0.826327853732639,0.3333333333333333,0.06867973506450653,0.0548158623278141,2475.918286115969,0.18880496404867256,8,10.0,8,8,8
362,1203,7,m,SANDY CAN PAINT THE CAT,0.4,111.62790697674419,2.15,5,4,2,1,2,0,0,0.2,0.4,0.0,0.0,0.6,-1,0.8,1.0,-1.1445312023162841,0.3183731353996842,0.51,0.0,0.0,0,0.32632191975911456,1.0,0.07112228870391846,0.06395972520112991,2785.822228657192,0.20924729567307693,7,10.0,7,8,7
363,1203,7,m,PETER LOVES CANADA,1.0,105.26315789473684,1.71,3,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.40039063351494925,0.0,0.5333333333333333,0.0,0.0,0,0.9140625,0.0,0.05136929452419281,0.0492667518556118,2611.3589971268557,0.21561104910714285,8,10.0,9,8,8
364,1203,7,m,CASEY IS A FRIEND FROM CANADA,1.0,130.9090909090909,2.75,6,6,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.46210936903953553,0.0,0.41333333333333333,0.0,0.0,0,0.8582763671875,0.16666666666666666,0.06806911528110504,0.052004411816596985,2387.3657853412906,0.17634568520642202,8,10.0,8,8,7
365,1203,7,m,FOUR TWO ONE THREE,0.0,36.144578313253014,1.66,4,1,0,3,1,0,0,0.75,0.25,0.0,0.0,1.0,-3,0.25,1.0,-0.4049479216337204,0.6670115468256187,1.5799999999999998,0.0,0.0,0,0.6324869791666666,0.0,0.05129145085811615,0.04955929517745972,2212.2879932272676,0.16906222491197184,9,10.0,9,9,9
366,1203,7,m,NINE NINE TWO SIX,0.0,127.65957446808511,1.88,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.516406238079071,0.5966609570333556,0.45,0.0,0.0,0,0.683349609375,0.5,0.051816780120134354,0.045665014535188675,2823.2172358256566,0.24458184299698796,8,10.0,9,8,8
367,1203,7,m,FIVE NINE FIVE THREE,0.0,129.72972972972974,1.85,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.38164063096046447,0.6827403648732174,0.3600000000000001,0.09999999999999991,0.11999999999999988,0,0.7762451171875,0.25,0.03138761222362518,0.027226310223340988,2742.768116287295,0.22454378498134328,8,10.0,9,8,8
368,1203,7,m,SIX ONE SEVEN SIX,0.0,110.09174311926604,2.18,4,4,0,0,4,0,0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.0,-0.5539772727272727,0.5746596808883456,0.405,0.16,0.19999999999999996,0,0.826171875,0.0,0.049778033047914505,0.04617716372013092,3083.877347451949,0.27894810267857145,10,10.0,10,9,9
369,1203,7,m,SIX THREE SEVEN NINE,0.0,26.785714285714285,2.24,4,1,0,3,1,0,0,0.75,0.25,0.0,0.0,1.0,-3,0.25,1.0,-0.6380208333333334,0.5283370570427119,2.24,0.0,0.0,0,0.8024088541666666,0.0,0.05265454575419426,0.04156289994716644,2941.2737529030373,0.2690934806034483,9,10.0,9,9,9
370,1203,7,m,LILLY IS AN EXPERT AT GOLF,0.6666666666666666,124.13793103448276,2.9,6,6,4,0,2,0,0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0,1.0,1.0,-0.4596354017655055,0.6315138523735014,0.47000000000000003,0.0,0.0,0,0.8722737630208334,0.0,0.06045899912714958,0.052126966416835785,2705.409890284574,0.2231640625,7,10.0,9,8,6
371,1203,7,m,HE IS GOOD AT AMERICAN FOOTBALL,1.0,104.04624277456648,3.46,6,6,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.30976563692092896,0.0,0.5466666666666667,0.0,0.0,0,0.9095052083333334,0.0,0.07383172959089279,0.06080854684114456,2483.9095086642483,0.18325083492366412,8,10.0,8,7,7
372,1203,7,m,MARY AT A LITTLE EGG,0.6,123.96694214876034,2.42,5,5,3,0,2,0,0,0.0,0.4,0.0,0.0,0.4,0,1.0,1.0,-0.609375,0.5436905695130004,0.41600000000000004,0.0,0.0,0,0.73701171875,0.4,0.07814829796552658,0.07032816112041473,2378.247347429361,0.17576549899193547,8,10.0,8,7,7
373,1203,7,m,LOOK AT MY MOUTH,1.0,126.31578947368423,1.9,4,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-0.38950893708637785,0.0,0.4,0.0,0.0,0,0.8634033203125,0.0,0.05139559879899025,0.04985659569501877,2449.8758558100253,0.19993058170180722,8,10.0,8,8,8
374,1203,7,m,BY CASEY MOUTH,0.3333333333333333,117.6470588235294,1.53,3,3,1,0,2,0,0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0,1.0,1.0,-0.8549106972558158,0.4253211717341562,0.4733333333333334,0.0,0.0,0,0.3625895182291667,1.0,0.056616540998220444,0.049254871904850006,2634.3883075550684,0.22649274553571427,8,10.0,9,8,7
375,1203,7,m,BET LIKES YOUR BLUE JAZZ,0.4,106.38297872340425,2.82,5,5,2,0,3,0,0,0.0,0.6,0.0,0.0,0.6,0,1.0,1.0,-0.7044270833333334,0.4943917384004594,0.536,0.0,0.0,0,0.63515625,0.4,0.060098979622125626,0.05596577376127243,2502.555388298632,0.21132179542824073,8,10.0,8,8,8
376,1203,7,m,HERE IS BETTY'S SCARE,0.75,120.0,2.0,4,4,3,0,1,0,0,0.0,0.25,0.0,0.0,0.25,0,1.0,1.0,-0.6085069444444444,0.544162728032634,0.48000000000000004,0.0,0.0,0,0.678131103515625,0.25,0.044687747955322266,0.04805848374962807,2323.435856966846,0.1698555652006173,8,10.0,8,9,8
377,1203,7,m,MISS GOT ON THE SHIP,0.4,132.74336283185843,2.26,5,5,2,0,3,0,0,0.0,0.6,0.0,0.0,0.6,0,1.0,1.0,-0.8246527777777778,0.43838718381346853,0.43599999999999994,0.0,0.0,0,0.5995849609375,0.6,0.06091534346342087,0.057836901396512985,2194.4236567109815,0.16021592881944444,9,10.0,8,8,8
378,1203,7,m,SO PETER WAIT INTO THE HOSPITAL,0.8333333333333334,117.26384364820846,3.07,6,6,5,0,1,0,0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0,1.0,1.0,-0.4562499761581421,0.6336554185518286,0.44999999999999996,0.0,0.0,0,0.8380533854166666,0.0,0.04588108882308006,0.03957929462194443,1812.6163695050145,0.1284699987192623,8,10.0,8,8,8
379,1203,7,m,LUCY LOVE POT TOWEL,0.25,113.92405063291139,1.58,4,3,1,1,2,0,0,0.25,0.5,0.0,0.0,0.75,-1,0.75,1.0,-0.6925223043986729,0.5003125357185265,0.5,0.0,0.0,0,0.476806640625,0.6666666666666666,0.045261312276124954,0.04879113659262657,1662.642040375223,0.11711682771381579,8,10.0,7,8,7
380,1418,7,m,SOME MANDY WANTS TO FIND THE AUNT,0.42857142857142855,112.0,3.75,7,7,3,0,4,0,0,0.0,0.5714285714285714,0.0,0.0,0.5714285714285714,0,1.0,1.0,-0.7063801834980646,0.4934270841545785,0.49714285714285716,0.0,0.0,0,0.6447012765066964,0.5714285714285714,0.02672056294977665,0.02131429873406887,2987.7785195907923,0.274925754494863,8,10.0,8,8,8
381,1418,7,m,LILLY CAN PLANT THE FISH,0.8,98.36065573770493,3.05,5,5,4,0,1,0,0,0.0,0.2,0.0,0.0,0.2,0,1.0,1.0,-0.62890625,0.5331746419722976,0.568,0.0,0.0,0,0.738623046875,0.4,0.020900893956422806,0.02116154506802559,3083.5545630521697,0.28212890625,7,10.0,8,7,7
